Ship Mode,Segment,Postal Code,Sub-Category,Sales,Quantity,Discount,Profit,Hierarchical_Encoded,season
2,0,-0.43106129893249967,0,0.4580658383222188,-0.7123794506632118,-0.9371118939453057,1.1693175472952222,15122,0
3,0,1.0337435360873286,2,-0.6598354754433258,2.1261185101879594,-0.9371118939453057,0.18724243907613555,3165,2
2,0,-1.1472810872056578,1,-0.5417397721327207,-0.7123794506632118,0.8337645640249384,-0.35041007275479513,35235,2
3,0,-1.1472810872056578,2,-0.26460936104118526,-0.14467985849297757,0.24347241136819048,0.23522727975281013,35235,0
3,2,0.6340695124852411,0,1.876762867762401,-0.14467985849297757,0.9518229945562882,-1.977165550779136,40131,3
3,2,0.6340695124852411,1,0.19628493095699967,-0.14467985849297757,0.8337645640249384,-0.8504846066701476,40131,3
3,0,-0.285540697620986,2,-0.8838354102053566,-0.7123794506632118,-0.9371118939453057,-0.20965548403634673,12206,1
3,0,-0.285540697620986,1,-0.4440716038563861,-1.280079042833446,-0.9371118939453057,0.2909110750231529,12206,1
0,0,-1.3614086527718596,1,0.7594427997292136,0.9907193258474909,-0.3468197412885576,-0.06306738857290277,30303,2
3,0,1.0328821033522921,2,-0.497737161997266,0.42301973367725665,-0.9371118939453057,0.4762063284092463,3165,0
3,2,0.1285623242929619,1,0.20182984737487955,0.9907193258474909,0.8337645640249384,-0.8531571173451912,11045,1
3,0,-0.5636911746732893,2,-0.4070880080701491,-0.7123794506632118,0.24347241136819048,-0.2713816312567547,39179,1
0,1,0.6340695124852411,2,-0.8652229566096731,-0.14467985849297757,2.6046410219951825,-0.5205021031616677,40131,3
2,0,0.6349617106751003,2,-0.8149042827399446,0.9907193258474909,2.6046410219951825,-0.8266974917876416,40131,0
2,0,-0.8376883153245241,1,0.6679018427831376,-0.7123794506632118,-0.9371118939453057,0.8614301585332607,37055,1
2,0,-0.03151033714970309,2,-0.6363338429437029,-0.14467985849297757,-0.9371118939453057,0.2709929060582925,21188,3
2,2,-1.428200455192007,2,-0.40976341712702585,2.1261185101879594,-0.9371118939453057,1.1207875852358236,30208,0
3,0,0.7255044442183952,2,-0.3791798194768469,-0.14467985849297757,0.24347241136819048,-0.4501920640379744,4013,0
3,1,-1.4274005533666159,2,-0.6960321862128342,-0.7123794506632118,-0.9371118939453057,0.07185369340055006,30208,3
0,0,-1.126822059748542,2,-0.6693830136462976,-0.14467985849297757,-0.9371118939453057,0.3350694467730434,6324,2
2,2,0.6340695124852411,1,2.234317124283673,-0.14467985849297757,0.8337645640249384,-0.618008035684512,40131,3
2,2,1.0328821033522921,1,-0.4890079842116918,-0.7123794506632118,0.24347241136819048,-0.6385668992615351,3165,0
2,2,1.0328821033522921,2,0.3353117757125815,-0.14467985849297757,-0.9371118939453057,0.6145680466424902,3165,0
2,1,-1.1472810872056578,2,-0.48178962565823624,-0.7123794506632118,0.24347241136819048,0.052045256662082186,35235,0
3,2,-0.411525235120066,2,-0.42362308522166947,0.42301973367725665,0.24347241136819048,0.1426486781699135,32209,0
2,0,1.2824207074194565,1,1.4842058673370038,-0.7123794506632118,0.24347241136819048,1.5078166874714565,43281,1
3,0,1.0328821033522921,1,0.8682112926415307,2.1261185101879594,0.24347241136819048,0.4381965010865751,3165,2
2,0,-0.411525235120066,1,1.1654335011601993,2.1261185101879594,0.8337645640249384,-0.7156272401829872,32209,0
0,2,-1.4274005533666159,0,2.3696298717602966,-0.14467985849297757,0.24347241136819048,1.3485279717403889,30208,0
3,1,-0.5958410749630424,2,-0.7316623397702983,2.1261185101879594,0.24347241136819048,0.02801743883136027,39096,2
0,0,-0.41269432240332976,2,-0.5347522331841721,0.42301973367725665,0.24347241136819048,0.36123527314380016,32079,3
3,0,-0.5547076618650522,1,-0.06858056567379492,-0.7123794506632118,0.24347241136819048,-1.3151616482008186,39055,3
3,0,-0.5547076618650522,1,1.128156134967717,2.6938181023581933,0.24347241136819048,1.2375355946189808,39055,3
3,2,-0.7019818941014614,2,0.4376697786886176,-0.14467985849297757,0.24347241136819048,-0.31431878951937364,8293,1
2,0,0.1285623242929619,2,-0.8548360743888577,-0.14467985849297757,2.6046410219951825,-0.47980914591623763,11045,2
2,0,0.1285623242929619,2,-0.894935734841339,-0.14467985849297757,2.6046410219951825,-0.41452201096193064,11045,2
2,0,1.1591742953995994,1,0.77076345216988,-0.7123794506632118,0.24347241136819048,0.6816675332068929,3272,3
3,1,0.12896227520565742,2,-0.8525068947393414,3.2615176945284277,2.6046410219951825,-0.6149284538470446,11045,0
0,0,1.1591742953995994,2,-0.8884518023034967,-0.14467985849297757,-0.9371118939453057,-0.23208333521128105,3272,2
2,2,-0.40617204598091095,0,-0.45991422219318545,-0.14467985849297757,2.0143488693384346,-2.0382899406290047,32056,0
0,1,0.7529779953750932,2,0.6598021730109462,2.6938181023581933,0.24347241136819048,2.4770991419427197,4054,3
0,1,0.7529779953750932,1,0.2922534275972009,-0.14467985849297757,0.24347241136819048,0.39914598748779423,4054,3
0,1,0.7529779953750932,2,0.2293026262589253,-0.14467985849297757,0.24347241136819048,-1.183844030952126,4054,3
3,1,-1.5174202741779244,2,-0.5090683062381557,0.42301973367725665,-0.9371118939453057,1.0316354609157643,28019,0
2,1,-1.427738973369666,2,-0.7755600319035224,-0.7123794506632118,-0.9371118939453057,0.1410345525171721,30208,1
2,1,0.7252275551249906,2,-0.8367482108043264,0.42301973367725665,0.24347241136819048,-0.18707188389491977,4009,0
2,1,0.7252275551249906,1,1.532468148363015,-0.7123794506632118,0.24347241136819048,1.5444530920896022,4009,0
2,1,0.7252275551249906,2,-0.8362446043936201,-1.280079042833446,0.24347241136819048,-0.25366164656898305,4009,0
3,1,-1.502283670405141,2,-0.4569240591296173,-0.14467985849297757,-0.9371118939453057,1.0181206983232929,28114,0
3,2,-1.427738973369666,1,-0.20332675593837393,-1.280079042833446,-0.3468197412885576,0.5407713545189058,30208,0
2,1,-0.5938105549447422,2,-0.8322577203088628,-1.280079042833446,0.24347241136819048,-0.2789389958808842,39201,0
3,1,1.1595742463122949,3,2.7473346797899505,-0.14467985849297757,0.24347241136819048,-0.9323165295650548,3272,2
3,0,-1.4274005533666159,0,1.1229522020570861,1.5584189180177253,0.24347241136819048,-0.4863081255180651,30208,1
3,0,-1.428200455192007,2,-0.6689633416373757,2.6938181023581933,-0.9371118939453057,0.41957034059375564,30208,0
3,1,-1.1472810872056578,2,-0.90062229056223,-1.280079042833446,0.24347241136819048,-0.28681493793647594,35235,3
3,0,1.1592050608544222,1,-0.3203837710268975,-0.7123794506632118,0.24347241136819048,-0.9675724319801978,3272,3
3,1,1.2821130528712292,1,0.6950546217603807,0.42301973367725665,0.24347241136819048,0.6369675798235169,43281,0
3,0,1.0328821033522921,1,1.0972263079101776,0.9907193258474909,0.24347241136819048,1.044236968204711,3165,1
3,1,-1.6794926901840668,2,-0.619442044584599,0.42301973367725665,-0.9371118939453057,0.20622257449280193,19156,0
2,1,-0.2536369209698148,2,-0.7671665917250857,-0.7123794506632118,-0.9371118939453057,0.07774383613336115,20036,0
2,1,-1.427738973369666,1,0.17418919968726498,-0.14467985849297757,-0.3468197412885576,-0.23257182060618964,30208,3
2,0,-0.2524063027769056,2,-0.8520452555295274,-1.280079042833446,-0.9371118939453057,-0.1845515824371304,20076,0
2,0,-0.2524063027769056,1,0.358288818201052,-0.14467985849297757,-0.9371118939453057,0.7176172264727757,20076,0
2,0,-0.2839716594250268,2,-0.9008845855678063,-1.280079042833446,-0.9371118939453057,-0.26590563918484444,12056,1
3,0,1.1718496627865642,1,-0.23644936924252993,-0.7123794506632118,0.24347241136819048,-1.1742654695128316,3057,3
3,2,0.8796393728802733,2,-0.7925567482648569,0.9907193258474909,0.24347241136819048,-0.06412931334444323,1236,1
3,1,0.6976924730586471,0,0.1610052035269854,-0.7123794506632118,0.9518229945562882,-1.5969540055767928,40004,1
2,0,1.1592050608544222,0,0.25193343934003537,-0.7123794506632118,-0.05167366496018364,0.05659029468427536,3272,0
3,0,-1.3614086527718596,2,-0.7052649704091147,-0.14467985849297757,-0.9371118939453057,0.3687112235354449,30303,0
0,2,1.0341434870000241,0,1.781108075948869,0.9907193258474909,-0.05167366496018364,-1.3849159466940721,3165,2
3,0,1.1135798913523134,2,0.42554125763077644,0.42301973367725665,-0.9371118939453057,2.582725259218609,3062,2
3,0,1.1135798913523134,1,0.3510914432480426,-0.7123794506632118,0.24347241136819048,0.32699881850933593,3062,2
3,0,1.1135798913523134,2,-0.5526092771637963,3.2615176945284277,-0.9371118939453057,0.4951864638259127,3062,2
3,1,0.7292270642519455,1,3.2887955057009046,-0.7123794506632118,0.24347241136819048,1.4590247839684112,4226,1
0,0,0.23648753981109932,2,-0.25359297080698706,-0.14467985849297757,-0.9371118939453057,1.1163062626999227,23105,0
0,1,-0.2521909445931465,3,0.1906298506367779,-0.7123794506632118,-0.9371118939453057,0.4324975048126413,20076,3
3,2,-0.6962287540496108,1,2.6717937181840195,-0.14467985849297757,0.24347241136819048,1.198817817448616,8148,0
3,2,-0.6962287540496108,2,-0.6764335033961845,-0.14467985849297757,0.24347241136819048,-0.13234736066820185,8148,0
2,1,1.0338665979066195,1,0.0843479143773226,-1.280079042833446,0.24347241136819048,0.1076193197060325,3165,0
3,0,1.0337435360873286,2,-0.6646617035459269,-0.14467985849297757,-0.9371118939453057,-0.22947100027329154,3165,0
3,0,-0.43106129893249967,1,0.5732658047712634,0.42301973367725665,-0.9371118939453057,2.198195219945335,15122,3
0,0,-0.7449919999436382,2,-0.7351456174443496,-1.280079042833446,0.24347241136819048,-0.10058165100218845,8135,0
2,0,1.1592050608544222,2,-0.6926748101414596,-0.14467985849297757,-0.9371118939453057,0.27377514895972854,3272,0
2,0,-0.7019818941014614,2,-0.8472819782282646,-0.14467985849297757,0.24347241136819048,-0.1807180340118694,8293,0
3,1,1.2821130528712292,1,1.4505481722214724,-0.14467985849297757,0.24347241136819048,-0.31431878951937364,43281,0
3,0,0.1285623242929619,2,-0.8700282011118281,-1.280079042833446,2.6046410219951825,-0.5166083789993527,11045,2
3,0,-0.4909001085627098,1,-0.5437961649764377,-1.280079042833446,-0.9371118939453057,-0.138442808856844,15254,2
3,0,-0.7019818941014614,2,-0.6764335033961845,-0.14467985849297757,0.24347241136819048,-0.13234736066820185,8293,1
2,1,-1.4281389242823612,2,-0.7037961183778884,-0.7123794506632118,-0.9371118939453057,0.24450850225607368,30208,2
2,1,-1.4281389242823612,2,-0.8640059077837997,-0.7123794506632118,-0.9371118939453057,-0.20524495648521535,30208,2
2,1,-1.4281389242823612,2,-0.45440602707608635,-0.14467985849297757,-0.9371118939453057,0.6515442671875288,30208,2
3,2,-1.428200455192007,2,-0.7296059469265812,2.1261185101879594,-0.9371118939453057,0.11365105240838229,30208,0
2,1,-0.7796954329836778,1,1.1451738349294973,-0.14467985849297757,-0.9371118939453057,1.2156811828206782,9312,0
3,1,-0.03151033714970309,2,-0.8173173967912453,-0.14467985849297757,-0.9371118939453057,-0.10091438743060445,21188,3
2,1,1.299218645752667,2,-0.838510833241798,0.42301973367725665,-0.9371118939453057,-0.09952680572912495,43309,3
1,2,0.12533195153657525,1,2.7631772981267497,-0.7123794506632118,0.8337645640249384,-2.0876623630071585,11013,0
0,0,-0.3792215075561993,2,-0.7568846275065007,0.9907193258474909,0.24347241136819048,-0.005351777239679199,32050,3
3,2,0.1298852388503393,2,-0.7903744538184634,-0.14467985849297757,2.6046410219951825,-0.823532955968451,11045,2
3,0,0.5928438030227827,2,-0.48323749408901656,-0.14467985849297757,2.6046410219951825,-1.774890120296111,40307,1
3,0,-1.4274005533666159,0,0.09097873211828769,-0.7123794506632118,0.24347241136819048,-0.14442498506985524,30208,3
2,0,-1.0291417406863739,2,-0.370524084292834,-1.280079042833446,-0.9371118939453057,0.20111825609093084,42316,2
3,1,-0.3792215075561993,2,-0.8370839484114638,-0.14467985849297757,0.24347241136819048,-0.1676032630833448,32050,0
2,1,1.2820515219615838,2,0.18485936051410268,-0.14467985849297757,-0.9371118939453057,0.9486495797691163,43281,0
3,0,1.057525232665299,3,1.0243712471613464,-0.14467985849297757,0.24347241136819048,-0.805342184631963,3161,1
0,0,-1.12386857608556,2,-0.8640059077837997,-0.7123794506632118,-0.9371118939453057,-0.20524495648521535,6077,3
3,0,-0.411525235120066,2,-0.37552867299922693,-0.14467985849297757,0.24347241136819048,0.5520631545896193,32209,0
3,2,0.8499199435215159,2,-0.531520758715474,1.5584189180177253,-0.9371118939453057,0.4642844529740855,41222,2
3,2,-1.1472810872056578,2,-0.23460281240327396,0.9907193258474909,0.24347241136819048,0.43299306970602686,35235,0
3,2,1.2824207074194565,0,-0.47035356341511614,-1.280079042833446,-0.9371118939453057,0.3474585691076819,43281,3
3,0,1.0338665979066195,2,-0.49689781797942234,0.42301973367725665,-0.9371118939453057,0.7041095433787812,3165,3
3,1,-0.6990284104384793,2,0.7146952717779226,-0.7123794506632118,0.24347241136819048,0.5110091429218654,8265,1
3,1,-0.18816803310704505,2,-0.7347469290358738,2.1261185101879594,-0.9371118939453057,0.19978023087878985,13074,3
0,2,1.1592050608544222,1,1.9376614729770494,-0.14467985849297757,0.24347241136819048,1.1299201382710715,3272,2
2,0,-0.40617204598091095,0,-0.7299731599343878,-1.280079042833446,2.0143488693384346,-0.8670718716016096,32056,0
3,0,1.1414841588765297,1,0.9142912792211485,-0.7123794506632118,0.24347241136819048,0.9207988327608488,3151,3
3,0,-1.0216657351644505,1,0.8304198282381192,-0.14467985849297757,-0.9371118939453057,2.514139077974051,42254,2
3,0,1.1105956422345085,1,0.5732658047712634,0.9907193258474909,0.24347241136819048,0.3138097128468036,3146,0
0,1,1.0975203239348483,2,-0.7995337954131825,-1.280079042833446,-0.9371118939453057,-0.05464632513458699,3271,3
0,0,1.1595742463122949,2,-0.8202551008536981,-0.7123794506632118,-0.9371118939453057,-0.09431629485009978,3272,1
0,0,0.3591186427345017,2,-0.7671665917250857,-0.7123794506632118,-0.9371118939453057,0.07774383613336115,25220,3
1,0,1.1159488313736636,2,-0.8202551008536981,-0.7123794506632118,-0.9371118939453057,-0.09431629485009978,3278,1
3,1,-1.4274005533666159,0,0.05983906905628731,0.42301973367725665,0.24347241136819048,0.014962843639889645,30208,0
3,0,-0.49892989227144235,1,0.5943543232195856,-0.14467985849297757,-0.9371118939453057,2.4376167789368446,15166,0
3,0,-0.38085207666180404,2,-0.659646623039311,0.42301973367725665,0.24347241136819048,-0.011429526682129033,32164,3
3,0,-1.4274005533666159,2,-0.6829174359340268,-0.7123794506632118,-0.9371118939453057,0.20502613925019963,30208,3
3,1,-1.0545847718247718,2,-0.6436781030998351,-1.280079042833446,-0.9371118939453057,0.43948496980937757,42288,3
3,2,-1.6345751261428807,2,0.7761247620838564,-0.14467985849297757,-0.9371118939453057,1.9694566241555218,27057,3
0,2,-0.2524063027769056,2,-0.7514288913905168,0.9907193258474909,-0.9371118939453057,0.041355213961908326,20076,0
3,0,-1.286679363007448,2,-0.8245567389451469,-0.7123794506632118,-0.9371118939453057,-0.10418511572694905,30256,1
3,0,-1.428200455192007,0,0.7789890235447482,0.42301973367725665,0.24347241136819048,0.1146138642012456,30208,3
3,2,-1.5404635998401492,2,-0.7996911724165282,1.5584189180177253,-0.9371118939453057,0.007869186165999423,5212,1
0,1,-0.09913280685006397,2,-0.6699076036574498,-1.280079042833446,-0.9371118939453057,0.36692011042078,44187,0
3,1,0.6699420328085445,3,-0.391990307549186,-0.7123794506632118,0.8337645640249384,-0.9711617377080046,40269,2
3,1,0.6699420328085445,1,3.2697843636967456,0.42301973367725665,0.8337645640249384,-2.3318342654766933,40269,2
3,2,-1.1478963963021123,2,1.7932943019079375,2.1261185101879594,0.24347241136819048,-0.7713782906888609,35235,0
3,2,-1.1478963963021123,2,4.367688306237165,1.5584189180177253,0.24347241136819048,2.3596927392012073,35235,0
3,0,-1.1471887908411895,2,-0.7825265872516249,0.42301973367725665,0.24347241136819048,-0.043825311712589764,35235,1
3,0,0.6840018456625322,0,-0.5024962425784396,-0.7123794506632118,0.9518229945562882,-0.7247881112121429,40261,3
1,0,1.0959512857388891,2,0.1571610079252614,-0.7123794506632118,-0.9371118939453057,1.5686862153761552,3215,0
3,1,1.1592050608544222,1,0.77076345216988,-0.7123794506632118,0.24347241136819048,0.6816675332068929,3272,0
2,0,-1.1474656799345941,2,-0.24937526711732258,1.5584189180177253,0.24347241136819048,0.6979928566947082,35235,3
2,0,0.7259351605859133,1,2.2519538404586132,0.9907193258474909,0.24347241136819048,2.35783791060025,4166,0
3,1,-1.3355349052659435,2,1.8119801981051817,0.9907193258474909,-0.9371118939453057,2.2628664385321486,30012,1
3,0,-0.43106129893249967,2,-0.7897239622046345,0.9907193258474909,-0.9371118939453057,0.009851445739541569,15122,0
3,0,-0.43106129893249967,2,-0.7424584021998124,2.1261185101879594,-0.9371118939453057,0.142765489894783,15122,0
0,0,1.0954282730069025,2,-0.12024218997207319,0.42301973367725665,-0.9371118939453057,0.6523725685093303,3271,0
2,0,1.2943269384358531,2,-0.1017241625783971,-0.14467985849297757,-0.9371118939453057,1.3343194182971776,43219,2
3,1,-1.4281389242823612,2,-0.8429173893354773,-0.7123794506632118,-0.9371118939453057,-0.07712727254809834,30208,2
3,1,-1.4281389242823612,2,-0.09873399951482904,-0.14467985849297757,-0.9371118939453057,1.9470924884668799,30208,2
3,1,-1.502283670405141,2,-0.26508149205122233,3.2615176945284277,-0.9371118939453057,1.5308179780230227,28114,2
3,2,0.2669761055404249,2,-0.46175028723221845,-0.7123794506632118,-0.9371118939453057,-0.007705710483260518,23136,1
3,0,-0.7165031887777901,2,-0.3791798194768469,-0.14467985849297757,0.24347241136819048,-0.4501920640379744,8184,1
0,1,-1.1474656799345941,2,-0.032404838504732594,-0.7123794506632118,0.24347241136819048,-1.3578793420106525,35235,2
0,1,-1.1474656799345941,2,0.5678520358561715,3.2615176945284277,0.24347241136819048,1.6883863756241948,35235,2
3,2,-1.428200455192007,2,-0.3474945828032482,-0.7123794506632118,-0.9371118939453057,0.49146972712552106,30208,1
3,0,0.6357308470456686,1,-0.3507890080732846,-0.7123794506632118,0.8337645640249384,-1.3497803957530372,40131,1
0,0,1.1595742463122949,1,0.1060029900376895,0.42301973367725665,0.24347241136819048,0.11675187274128042,3272,0
3,1,-0.8713149574457683,2,-0.7483652857253873,-0.7123794506632118,0.24347241136819048,-0.24355920224239483,31194,2
0,1,1.034266548819315,3,1.4331737510521083,0.9907193258474909,0.24347241136819048,0.08199153521952293,3165,2
0,2,1.1595742463122949,2,-0.8703534469187426,-0.14467985849297757,-0.9371118939453057,-0.16907933851578602,3272,2
3,0,0.6340695124852411,2,-0.9039376994327125,-0.7123794506632118,2.6046410219951825,-0.3411005322576238,40131,0
2,0,1.0950283220942072,0,-0.2875182068282061,-1.280079042833446,-0.05167366496018364,-0.7634492523946923,3086,3
3,0,0.4913178021077732,2,-0.7136584105875514,0.42301973367725665,-0.9371118939453057,0.09558417229524072,2137,3
3,0,-1.0545847718247718,3,0.8880198114626415,0.42301973367725665,-0.9371118939453057,2.363940438287369,42288,1
3,0,1.0341434870000241,2,0.1571610079252614,-0.7123794506632118,-0.9371118939453057,1.5686862153761552,3165,0
3,1,-0.37565271479676265,2,-0.8723363971608982,1.5584189180177253,0.24347241136819048,-0.2699728110598444,32065,1
2,1,1.0328821033522921,1,0.10776561247516113,-1.280079042833446,0.24347241136819048,0.3765836258417981,3165,2
2,0,-1.4274005533666159,2,-0.34182901068280336,-0.7123794506632118,-0.9371118939453057,0.8870296250258625,30208,3
